R,F,M,r_quartile,f_quartile,m_quartile,RFM_Score,customer_class
226,1,92.69,0,0,0,000,流失客户
209,1,113.8,1,0,0,100,重要客户预警流失客户
270,1,213.09,0,0,1,001,新客户
188,1,50.1,1,0,0,100,重要客户预警流失客户
258,1,46.78,0,0,0,000,流失客户
11,1,45.3,1,0,0,100,重要客户预警流失客户
63,1,104.84,1,0,0,100,重要客户预警流失客户
161,1,282.52,1,0,1,101,频次深耕客户
70,1,112.09,1,0,0,100,重要客户预警流失客户
428,1,26.77,0,0,0,000,流失客户
42,2,164.64,1,1,0,110,高消费唤醒客户
107,1,155.52,1,0,0,100,重要客户预警流失客户
131,1,182.1,1,0,0,100,重要客户预警流失客户
111,1,57.19,1,0,0,100,重要客户预警流失客户
43,1,37.25,1,0,0,100,重要客户预警流失客户
320,1,163.69,0,0,0,000,流失客户
336,1,173.72,0,0,0,000,流失客户
232,1,197.0,0,0,0,000,流失客户
41,1,109.97,1,0,0,100,重要客户预警流失客户
465,1,758.93,0,0,1,001,新客户
336,1,105.87,0,0,0,000,流失客户
357,3,4011.57,0,1,1,011,消费潜力客户
285,1,60.78,0,0,0,000,流失客户
392,1,223.14,0,0,1,001,新客户
564,1,208.16,0,0,1,001,新客户
398,1,386.24,0,0,1,001,新客户
106,1,109.42,1,0,0,100,重要客户预警流失客户
29,6,5527.4400000000005,1,1,1,111,重要价值客户
7,1,38.37,1,0,0,100,重要客户预警流失客户
423,1,92.67,0,0,0,000,流失客户
49,2,688.56,1,1,1,111,重要价值客户
502,1,302.54,0,0,1,001,新客户
402,1,30.75,0,0,0,000,流失客户
67,1,517.7,1,0,1,101,频次深耕客户
451,1,162.25,0,0,0,000,流失客户
218,3,273.9,1,1,1,111,重要价值客户
164,1,169.29,1,0,0,100,重要客户预警流失客户
461,1,31.6,0,0,0,000,流失客户
311,2,33.62,0,1,0,010,一般客户
81,1,83.42,1,0,0,100,重要客户预警流失客户
90,1,472.72,1,0,1,101,频次深耕客户
7,1,55.38,1,0,0,100,重要客户预警流失客户
162,1,56.39,1,0,0,100,重要客户预警流失客户
276,1,134.58,0,0,0,000,流失客户
516,1,53.95,0,0,0,000,流失客户
280,1,310.21,0,0,1,001,新客户
278,1,85.14,0,0,0,000,流失客户
153,1,90.99,1,0,0,100,重要客户预警流失客户
145,1,71.29,1,0,0,100,重要客户预警流失客户
62,1,79.13,1,0,0,100,重要客户预警流失客户
65,1,99.65,1,0,0,100,重要客户预警流失客户
238,1,32.77,0,0,0,000,流失客户
277,1,153.17,0,0,0,000,流失客户
197,1,47.78,1,0,0,100,重要客户预警流失客户
556,1,91.61,0,0,0,000,流失客户
233,1,116.84,0,0,0,000,流失客户
215,1,236.16,1,0,1,101,频次深耕客户
1,1,301.8,1,0,1,101,频次深耕客户
23,1,66.67,1,0,0,100,重要客户预警流失客户
321,1,821.35,0,0,1,001,新客户
232,1,142.92,0,0,0,000,流失客户
385,1,118.85,0,0,0,000,流失客户
104,2,232.52,1,1,1,111,重要价值客户
326,1,55.0,0,0,0,000,流失客户
468,1,129.01,0,0,0,000,流失客户
307,1,117.16,0,0,0,000,流失客户
188,2,216.44,1,1,1,111,重要价值客户
148,3,942.1200000000001,1,1,1,111,重要价值客户
77,1,19.55,1,0,0,100,重要客户预警流失客户
13,1,218.98,1,0,1,101,频次深耕客户
242,1,77.77,0,0,0,000,流失客户
468,1,55.11,0,0,0,000,流失客户
79,1,140.91,1,0,0,100,重要客户预警流失客户
315,1,56.69,0,0,0,000,流失客户
176,1,187.76,1,0,0,100,重要客户预警流失客户
372,1,134.38,0,0,0,000,流失客户
24,1,87.17,1,0,0,100,重要客户预警流失客户
414,1,105.28,0,0,0,000,流失客户
110,3,380.43,1,1,1,111,重要价值客户
204,1,124.33,1,0,0,100,重要客户预警流失客户
266,1,32.09,0,0,0,000,流失客户
245,5,410.86,0,1,1,011,消费潜力客户
134,1,27.38,1,0,0,100,重要客户预警流失客户
292,1,124.4,0,0,0,000,流失客户
20,1,90.62,1,0,0,100,重要客户预警流失客户
68,1,22.77,1,0,0,100,重要客户预警流失客户
47,1,115.0,1,0,0,100,重要客户预警流失客户
189,2,126.44,1,1,0,110,高消费唤醒客户
109,1,32.61,1,0,0,100,重要客户预警流失客户
259,1,105.3,0,0,0,000,流失客户
114,1,163.89,1,0,0,100,重要客户预警流失客户
160,1,695.59,1,0,1,101,频次深耕客户
314,1,16.22,0,0,0,000,流失客户
127,1,83.75,1,0,0,100,重要客户预警流失客户
161,1,57.85,1,0,0,100,重要客户预警流失客户
81,1,47.13,1,0,0,100,重要客户预警流失客户
468,1,117.15,0,0,0,000,流失客户
436,1,48.62,0,0,0,000,流失客户
282,1,154.63,0,0,0,000,流失客户
287,1,135.08,0,0,0,000,流失客户
503,1,40.86,0,0,0,000,流失客户
307,1,128.46,0,0,0,000,流失客户
43,1,98.56,1,0,0,100,重要客户预警流失客户
206,1,64.37,1,0,0,100,重要客户预警流失客户
170,1,171.24,1,0,0,100,重要客户预警流失客户
64,2,346.44,1,1,1,111,重要价值客户
386,2,137.44,0,1,0,010,一般客户
225,1,114.84,0,0,0,000,流失客户
28,1,197.29,1,0,0,100,重要客户预警流失客户
276,1,38.72,0,0,0,000,流失客户
28,1,87.39,1,0,0,100,重要客户预警流失客户
115,1,56.22,1,0,0,100,重要客户预警流失客户
12,2,209.44,1,1,1,111,重要价值客户
339,1,34.84,0,0,0,000,流失客户
117,1,131.43,1,0,0,100,重要客户预警流失客户
188,1,237.0,1,0,1,101,频次深耕客户
549,1,81.78,0,0,0,000,流失客户
269,1,379.08,0,0,1,001,新客户
81,4,3790.88,1,1,1,111,重要价值客户
231,1,38.9,0,0,0,000,流失客户
175,1,413.02,1,0,1,101,频次深耕客户
210,1,36.69,1,0,0,100,重要客户预警流失客户
463,2,44.39,0,1,0,010,一般客户
496,2,443.28,0,1,1,011,消费潜力客户
209,1,132.05,1,0,0,100,重要客户预警流失客户
200,1,61.69,1,0,0,100,重要客户预警流失客户
140,1,177.59,1,0,0,100,重要客户预警流失客户
179,1,119.48,1,0,0,100,重要客户预警流失客户
545,1,79.09,0,0,0,000,流失客户
383,1,65.0,0,0,0,000,流失客户
14,1,721.74,1,0,1,101,频次深耕客户
345,1,119.94,0,0,0,000,流失客户
414,1,60.0,0,0,0,000,流失客户
176,1,207.2,1,0,1,101,频次深耕客户
328,1,237.88,0,0,1,001,新客户
688,1,784.8,0,0,1,001,新客户
67,1,46.3,1,0,0,100,重要客户预警流失客户
331,1,171.0,0,0,0,000,流失客户
274,1,270.67,0,0,1,001,新客户
90,2,463.03999999999996,1,1,1,111,重要价值客户
341,2,135.86,0,1,0,010,一般客户
188,1,36.76,1,0,0,100,重要客户预警流失客户
275,1,621.83,0,0,1,001,新客户
139,1,93.82,1,0,0,100,重要客户预警流失客户
28,1,251.33,1,0,1,101,频次深耕客户
263,1,28.75,0,0,0,000,流失客户
461,1,257.79,0,0,1,001,新客户
40,1,83.82,1,0,0,100,重要客户预警流失客户
278,1,39.6,0,0,0,000,流失客户
35,2,255.32,1,1,1,111,重要价值客户
271,1,147.35,0,0,0,000,流失客户
160,1,60.22,1,0,0,100,重要客户预警流失客户
160,1,128.13,1,0,0,100,重要客户预警流失客户
229,1,98.56,0,0,0,000,流失客户
277,1,249.08,0,0,1,001,新客户
216,1,238.41,1,0,1,101,频次深耕客户
112,1,428.83,1,0,1,101,频次深耕客户
447,1,79.1,0,0,0,000,流失客户
21,1,50.47,1,0,0,100,重要客户预警流失客户
127,1,76.39,1,0,0,100,重要客户预警流失客户
125,1,145.37,1,0,0,100,重要客户预警流失客户
70,1,50.31,1,0,0,100,重要客户预警流失客户
464,6,1475.6399999999999,0,1,1,011,消费潜力客户
26,1,119.53,1,0,0,100,重要客户预警流失客户
438,1,65.0,0,0,0,000,流失客户
37,6,3791.46,1,1,1,111,重要价值客户
511,1,56.32,0,0,0,000,流失客户
385,1,102.12,0,0,0,000,流失客户
352,1,85.94,0,0,0,000,流失客户
15,1,812.76,1,0,1,101,频次深耕客户
120,2,150.44,1,1,0,110,高消费唤醒客户
138,1,129.32,1,0,0,100,重要客户预警流失客户
71,1,164.54,1,0,0,100,重要客户预警流失客户
343,1,139.31,0,0,0,000,流失客户
165,1,124.67,1,0,0,100,重要客户预警流失客户
230,1,159.7,0,0,0,000,流失客户
253,1,600.43,0,0,1,001,新客户
180,2,427.48,1,1,1,111,重要价值客户
534,1,120.68,0,0,0,000,流失客户
323,4,528.08,0,1,1,011,消费潜力客户
212,1,38.38,1,0,0,100,重要客户预警流失客户
140,1,21.59,1,0,0,100,重要客户预警流失客户
414,1,23.6,0,0,0,000,流失客户
475,1,55.94,0,0,0,000,流失客户
99,1,741.45,1,0,1,101,频次深耕客户
169,1,65.22,1,0,0,100,重要客户预警流失客户
184,1,51.84,1,0,0,100,重要客户预警流失客户
319,1,109.6,0,0,0,000,流失客户
107,1,91.79,1,0,0,100,重要客户预警流失客户
426,1,158.13,0,0,0,000,流失客户
446,1,131.04,0,0,0,000,流失客户
106,2,69.16,1,1,0,110,高消费唤醒客户
352,1,75.17,0,0,0,000,流失客户
175,1,116.21,1,0,0,100,重要客户预警流失客户
27,1,78.0,1,0,0,100,重要客户预警流失客户
238,1,135.14,0,0,0,000,流失客户
227,1,36.0,0,0,0,000,流失客户
334,1,33.44,0,0,0,000,流失客户
582,1,139.27,0,0,0,000,流失客户
88,1,96.46,1,0,0,100,重要客户预警流失客户
27,1,167.32,1,0,0,100,重要客户预警流失客户
7,1,73.61,1,0,0,100,重要客户预警流失客户
512,1,50.95,0,0,0,000,流失客户
404,1,1150.54,0,0,1,001,新客户
99,1,40.29,1,0,0,100,重要客户预警流失客户
167,1,61.22,1,0,0,100,重要客户预警流失客户
122,1,175.5,1,0,0,100,重要客户预警流失客户
211,1,86.93,1,0,0,100,重要客户预警流失客户
77,1,87.66,1,0,0,100,重要客户预警流失客户
359,1,647.54,0,0,1,001,新客户
85,1,121.4,1,0,0,100,重要客户预警流失客户
281,2,291.04,0,1,1,011,消费潜力客户
65,1,248.81,1,0,1,101,频次深耕客户
183,1,105.38,1,0,0,100,重要客户预警流失客户
316,1,141.09,0,0,0,000,流失客户
404,2,250.0,0,1,1,011,消费潜力客户
256,1,135.08,0,0,0,000,流失客户
118,2,180.88,1,1,0,110,高消费唤醒客户
195,1,36.69,1,0,0,100,重要客户预警流失客户
28,2,237.24,1,1,1,111,重要价值客户
119,1,215.38,1,0,1,101,频次深耕客户
195,1,64.17,1,0,0,100,重要客户预警流失客户
118,1,65.22,1,0,0,100,重要客户预警流失客户
64,1,88.51,1,0,0,100,重要客户预警流失客户
76,1,42.79,1,0,0,100,重要客户预警流失客户
145,1,28.04,1,0,0,100,重要客户预警流失客户
323,1,64.09,0,0,0,000,流失客户
353,1,23.78,0,0,0,000,流失客户
154,1,187.06,1,0,0,100,重要客户预警流失客户
285,2,86.28,0,1,0,010,一般客户
309,2,136.0,0,1,0,010,一般客户
117,1,62.39,1,0,0,100,重要客户预警流失客户
170,1,53.13,1,0,0,100,重要客户预警流失客户
233,1,146.96,0,0,0,000,流失客户
125,1,99.9,1,0,0,100,重要客户预警流失客户
17,1,42.27,1,0,0,100,重要客户预警流失客户
35,3,353.65,1,1,1,111,重要价值客户
277,1,64.1,0,0,0,000,流失客户
411,1,146.9,0,0,0,000,流失客户
233,1,109.41,0,0,0,000,流失客户
498,1,185.26,0,0,0,000,流失客户
142,1,69.65,1,0,0,100,重要客户预警流失客户
501,1,37.32,0,0,0,000,流失客户
16,1,54.27,1,0,0,100,重要客户预警流失客户
120,12,63.58,1,1,0,110,高消费唤醒客户
45,1,91.76,1,0,0,100,重要客户预警流失客户
149,1,20.34,1,0,0,100,重要客户预警流失客户
327,2,255.82,0,1,1,011,消费潜力客户
432,2,132.68,0,1,0,010,一般客户
212,1,128.48,1,0,0,100,重要客户预警流失客户
548,1,208.59,0,0,1,001,新客户
279,1,42.69,0,0,0,000,流失客户
222,1,137.47,0,0,0,000,流失客户
557,1,57.74,0,0,0,000,流失客户
137,1,139.82,1,0,0,100,重要客户预警流失客户
352,2,615.6,0,1,1,011,消费潜力客户
104,1,116.95,1,0,0,100,重要客户预警流失客户
98,1,101.72,1,0,0,100,重要客户预警流失客户
134,1,45.39,1,0,0,100,重要客户预警流失客户
481,2,308.24,0,1,1,011,消费潜力客户
118,1,43.29,1,0,0,100,重要客户预警流失客户
33,1,69.18,1,0,0,100,重要客户预警流失客户
374,1,96.19,0,0,0,000,流失客户
377,1,33.1,0,0,0,000,流失客户
395,1,161.37,0,0,0,000,流失客户
275,1,248.08,0,0,1,001,新客户
447,1,69.17,0,0,0,000,流失客户
508,2,503.52,0,1,1,011,消费潜力客户
218,1,44.0,1,0,0,100,重要客户预警流失客户
29,1,140.67,1,0,0,100,重要客户预警流失客户
269,1,92.41,0,0,0,000,流失客户
274,1,453.33,0,0,1,001,新客户
328,1,179.26,0,0,0,000,流失客户
379,1,54.09,0,0,0,000,流失客户
373,1,41.75,0,0,0,000,流失客户
220,2,363.52,0,1,1,011,消费潜力客户
434,1,48.01,0,0,0,000,流失客户
12,2,1898.6100000000001,1,1,1,111,重要价值客户
330,1,111.55,0,0,0,000,流失客户
11,1,138.5,1,0,0,100,重要客户预警流失客户
278,1,138.36,0,0,0,000,流失客户
446,1,76.17,0,0,0,000,流失客户
128,1,21.94,1,0,0,100,重要客户预警流失客户
392,1,223.14,0,0,1,001,新客户
222,1,36.7,0,0,0,000,流失客户
285,1,199.47,0,0,0,000,流失客户
113,1,49.22,1,0,0,100,重要客户预警流失客户
247,1,207.79,0,0,1,001,新客户
206,1,137.6,1,0,0,100,重要客户预警流失客户
131,2,947.66,1,1,1,111,重要价值客户
388,1,178.44,0,0,0,000,流失客户
264,1,164.8,0,0,0,000,流失客户
411,1,65.0,0,0,0,000,流失客户
253,1,74.16,0,0,0,000,流失客户
280,2,260.28,0,1,1,011,消费潜力客户
456,1,40.0,0,0,0,000,流失客户
57,4,3235.52,1,1,1,111,重要价值客户
317,1,65.24,0,0,0,000,流失客户
540,1,134.76,0,0,0,000,流失客户
291,1,73.34,0,0,0,000,流失客户
15,1,131.71,1,0,0,100,重要客户预警流失客户
154,1,157.74,1,0,0,100,重要客户预警流失客户
132,1,44.32,1,0,0,100,重要客户预警流失客户
14,1,98.11,1,0,0,100,重要客户预警流失客户
191,1,156.24,1,0,0,100,重要客户预警流失客户
148,1,71.88,1,0,0,100,重要客户预警流失客户
137,1,367.99,1,0,1,101,频次深耕客户
251,1,161.46,0,0,0,000,流失客户
316,2,101.43,0,1,0,010,一般客户
197,1,35.69,1,0,0,100,重要客户预警流失客户
144,1,142.54,1,0,0,100,重要客户预警流失客户
322,1,125.53,0,0,0,000,流失客户
188,1,104.37,1,0,0,100,重要客户预警流失客户
33,1,622.86,1,0,1,101,频次深耕客户
183,1,91.86,1,0,0,100,重要客户预警流失客户
285,2,89.32,0,1,0,010,一般客户
221,1,71.14,0,0,0,000,流失客户
39,1,51.31,1,0,0,100,重要客户预警流失客户
490,1,33.51,0,0,0,000,流失客户
398,1,115.02,0,0,0,000,流失客户
333,1,236.21,0,0,1,001,新客户
201,1,178.39,1,0,0,100,重要客户预警流失客户
404,1,343.5,0,0,1,001,新客户
13,1,179.22,1,0,0,100,重要客户预警流失客户
407,1,148.58,0,0,0,000,流失客户
318,1,87.36,0,0,0,000,流失客户
132,1,39.13,1,0,0,100,重要客户预警流失客户
176,1,72.05,1,0,0,100,重要客户预警流失客户
513,1,133.95,0,0,0,000,流失客户
373,1,40.85,0,0,0,000,流失客户
272,2,358.68,0,1,1,011,消费潜力客户
61,2,147.84,1,1,0,110,高消费唤醒客户
167,2,535.0,1,1,1,111,重要价值客户
449,1,570.98,0,0,1,001,新客户
422,1,100.85,0,0,0,000,流失客户
568,1,66.73,0,0,0,000,流失客户
224,1,164.6,0,0,0,000,流失客户
392,1,472.41,0,0,1,001,新客户
491,1,113.92,0,0,0,000,流失客户
445,1,86.76,0,0,0,000,流失客户
580,1,77.54,0,0,0,000,流失客户
252,1,96.8,0,0,0,000,流失客户
350,1,215.83,0,0,1,001,新客户
165,2,912.56,1,1,1,111,重要价值客户
227,1,68.73,0,0,0,000,流失客户
561,2,257.74,0,1,1,011,消费潜力客户
84,1,186.18,1,0,0,100,重要客户预警流失客户
295,1,30.1,0,0,0,000,流失客户
277,2,345.34,0,1,1,011,消费潜力客户
73,1,70.89,1,0,0,100,重要客户预警流失客户
77,1,106.07,1,0,0,100,重要客户预警流失客户
155,1,21.04,1,0,0,100,重要客户预警流失客户
126,1,93.91,1,0,0,100,重要客户预警流失客户
32,1,249.89,1,0,1,101,频次深耕客户
209,1,27.75,1,0,0,100,重要客户预警流失客户
230,1,119.84,0,0,0,000,流失客户
356,1,144.56,0,0,0,000,流失客户
298,1,167.51,0,0,0,000,流失客户
277,1,56.78,0,0,0,000,流失客户
494,2,230.62,0,1,1,011,消费潜力客户
236,2,347.55,0,1,1,011,消费潜力客户
83,1,399.62,1,0,1,101,频次深耕客户
384,1,197.11,0,0,0,000,流失客户
238,1,235.18,0,0,1,001,新客户
426,1,87.7,0,0,0,000,流失客户
149,1,118.43,1,0,0,100,重要客户预警流失客户
57,1,59.0,1,0,0,100,重要客户预警流失客户
34,1,282.07,1,0,1,101,频次深耕客户
97,1,71.78,1,0,0,100,重要客户预警流失客户
209,1,62.37,1,0,0,100,重要客户预警流失客户
148,3,740.97,1,1,1,111,重要价值客户
11,2,279.88,1,1,1,111,重要价值客户
12,1,153.1,1,0,0,100,重要客户预警流失客户
391,1,56.69,0,0,0,000,流失客户
75,1,21.49,1,0,0,100,重要客户预警流失客户
155,1,71.25,1,0,0,100,重要客户预警流失客户
368,1,85.16,0,0,0,000,流失客户
524,2,106.84,0,1,0,010,一般客户
435,1,150.05,0,0,0,000,流失客户
499,1,43.86,0,0,0,000,流失客户
522,2,197.68,0,1,0,010,一般客户
521,1,101.19,0,0,0,000,流失客户
76,1,405.03,1,0,1,101,频次深耕客户
368,1,34.78,0,0,0,000,流失客户
217,1,158.89,1,0,0,100,重要客户预警流失客户
162,2,194.57,1,1,0,110,高消费唤醒客户
113,1,34.13,1,0,0,100,重要客户预警流失客户
80,1,110.41,1,0,0,100,重要客户预警流失客户
187,1,60.0,1,0,0,100,重要客户预警流失客户
393,1,117.13,0,0,0,000,流失客户
148,1,2024.31,1,0,1,101,频次深耕客户
506,1,101.2,0,0,0,000,流失客户
351,1,72.66,0,0,0,000,流失客户
533,1,136.52,0,0,0,000,流失客户
193,1,47.69,1,0,0,100,重要客户预警流失客户
297,1,42.78,0,0,0,000,流失客户
337,1,129.32,0,0,0,000,流失客户
58,2,81.16,1,1,0,110,高消费唤醒客户
278,1,32.77,0,0,0,000,流失客户
26,1,145.94,1,0,0,100,重要客户预警流失客户
189,1,146.96,1,0,0,100,重要客户预警流失客户
125,2,214.44,1,1,1,111,重要价值客户
287,1,96.81,0,0,0,000,流失客户
37,1,75.11,1,0,0,100,重要客户预警流失客户
135,1,37.13,1,0,0,100,重要客户预警流失客户
199,1,268.18,1,0,1,101,频次深耕客户
332,1,134.83,0,0,0,000,流失客户
160,1,31.22,1,0,0,100,重要客户预警流失客户
17,2,456.76,1,1,1,111,重要价值客户
411,1,119.48,0,0,0,000,流失客户
340,1,174.74,0,0,0,000,流失客户
212,1,185.11,1,0,0,100,重要客户预警流失客户
528,1,176.23,0,0,0,000,流失客户
376,1,75.07,0,0,0,000,流失客户
6,1,117.81,1,0,0,100,重要客户预警流失客户
91,1,69.22,1,0,0,100,重要客户预警流失客户
284,1,221.39,0,0,1,001,新客户
237,1,56.79,0,0,0,000,流失客户
93,1,69.22,1,0,0,100,重要客户预警流失客户
245,1,132.05,0,0,0,000,流失客户
399,1,85.34,0,0,0,000,流失客户
110,1,142.34,1,0,0,100,重要客户预警流失客户
404,1,142.56,0,0,0,000,流失客户
36,1,117.45,1,0,0,100,重要客户预警流失客户
355,5,1377.5,0,1,1,011,消费潜力客户
419,1,51.01,0,0,0,000,流失客户
161,1,22.38,1,0,0,100,重要客户预警流失客户
340,1,195.13,0,0,0,000,流失客户
183,1,81.72,1,0,0,100,重要客户预警流失客户
107,1,190.0,1,0,0,100,重要客户预警流失客户
450,1,132.63,0,0,0,000,流失客户
236,1,141.72,0,0,0,000,流失客户
384,1,83.69,0,0,0,000,流失客户
512,1,121.8,0,0,0,000,流失客户
376,1,131.57,0,0,0,000,流失客户
457,1,219.19,0,0,1,001,新客户
443,1,26.01,0,0,0,000,流失客户
20,1,2512.53,1,0,1,101,频次深耕客户
343,1,54.0,0,0,0,000,流失客户
107,1,158.92,1,0,0,100,重要客户预警流失客户
213,2,131.01999999999998,1,1,0,110,高消费唤醒客户
187,1,34.47,1,0,0,100,重要客户预警流失客户
86,1,175.98,1,0,0,100,重要客户预警流失客户
331,1,76.65,0,0,0,000,流失客户
96,1,40.66,1,0,0,100,重要客户预警流失客户
36,2,67.54,1,1,0,110,高消费唤醒客户
290,1,819.09,0,0,1,001,新客户
463,1,188.75,0,0,0,000,流失客户
408,1,46.0,0,0,0,000,流失客户
460,1,90.7,0,0,0,000,流失客户
182,1,130.56,1,0,0,100,重要客户预警流失客户
324,1,81.91,0,0,0,000,流失客户
278,1,68.02,0,0,0,000,流失客户
202,1,165.24,1,0,0,100,重要客户预警流失客户
320,1,29.09,0,0,0,000,流失客户
269,1,105.07,0,0,0,000,流失客户
222,1,27.77,0,0,0,000,流失客户
233,1,99.13,0,0,0,000,流失客户
113,1,157.91,1,0,0,100,重要客户预警流失客户
265,1,63.82,0,0,0,000,流失客户
224,1,315.33,0,0,1,001,新客户
42,1,155.98,1,0,0,100,重要客户预警流失客户
376,1,31.84,0,0,0,000,流失客户
306,1,128.22,0,0,0,000,流失客户
50,1,49.29,1,0,0,100,重要客户预警流失客户
482,2,642.76,0,1,1,011,消费潜力客户
